sex,age,race,score
Female,29,African-American,1
Male,28,Caucasian,3
Male,52,Caucasian,1
Female,46,African-American,9
Female,34,African-American,9
Male,34,African-American,6
Male,57,African-American,7
Male,25,Caucasian,1
Female,47,African-American,1
Male,40,African-American,9
Male,25,Caucasian,3
Male,22,African-American,4
Female,24,Caucasian,8
Male,29,Caucasian,1
Male,50,African-American,2
Male,47,African-American,2
Male,37,African-American,6
Female,43,African-American,6
Male,26,African-American,7
Male,24,Caucasian,3
Male,23,African-American,7
Male,56,Caucasian,1
Male,23,African-American,7
Male,43,Caucasian,6
Male,32,Asian,1
Female,36,African-American,3
Male,51,Other,1
Male,21,African-American,9
Male,51,African-American,3
Male,20,African-American,10
Male,39,Caucasian,1
Male,42,African-American,10
Male,58,Hispanic,1
Male,22,African-American,10
Female,48,Hispanic,1
Female,28,Other,2
Female,30,African-American,3
Male,45,African-American,1
Male,28,Caucasian,6
Male,29,African-American,6
Male,36,African-American,6
Female,24,Caucasian,10
Male,22,African-American,9
Male,32,Caucasian,3
Male,63,African-American,6
Female,27,African-American,4
Male,50,Caucasian,2
Male,30,African-American,9
Male,28,Caucasian,2
Male,21,African-American,7
Male,21,African-American,4
Female,56,Caucasian,1
Male,26,Hispanic,1
Female,51,Caucasian,5
Female,49,Caucasian,2
Male,21,African-American,7
Male,29,Caucasian,2
Male,43,Caucasian,4
Male,22,African-American,4
Male,52,African-American,7
Male,36,African-American,1
Male,24,African-American,2
Male,26,African-American,6
Male,27,African-American,8
Male,68,Hispanic,1
Male,19,Caucasian,8
Male,33,African-American,2
Male,22,Caucasian,3
Male,26,Caucasian,5
Male,30,African-American,10
Male,24,African-American,4
Female,29,African-American,4
Male,34,African-American,1
Female,29,Caucasian,10
Female,51,Other,1
Male,38,African-American,4
Male,34,African-American,6
Male,23,Other,4
Male,26,Other,5
Female,29,African-American,2
Male,24,African-American,5
Male,31,Hispanic,8
Male,50,Caucasian,1
Female,24,African-American,7
Female,31,African-American,3
Male,36,African-American,9
Male,32,African-American,9
Male,63,Caucasian,1
Male,22,African-American,3
Male,26,African-American,3
Male,42,African-American,2
Male,22,African-American,7
Male,21,African-American,10
Male,26,African-American,7
Female,28,African-American,10
Male,26,African-American,8
Male,30,Hispanic,5
Male,27,African-American,4
Male,53,Caucasian,2
Male,58,African-American,2
Male,23,African-American,6
Male,22,Caucasian,3
Male,27,Caucasian,2
Female,21,Other,4
Male,42,Caucasian,7
Male,31,African-American,5
Male,33,African-American,8
Male,21,African-American,8
Male,80,Caucasian,1
Male,20,African-American,9
Male,33,Caucasian,7
Male,58,Caucasian,1
Male,68,African-American,4
Male,23,African-American,8
Male,36,African-American,6
Male,24,Caucasian,10
Male,41,Caucasian,1
Male,21,Caucasian,8
Male,26,African-American,4
Male,45,African-American,9
Female,30,African-American,7
Male,39,Hispanic,1
Male,26,Caucasian,7
Male,36,Caucasian,5
Male,21,African-American,8
Male,22,African-American,3
Female,31,African-American,5
Male,20,African-American,8
Male,31,African-American,3
Female,20,African-American,6
Male,23,Caucasian,8
Male,49,Caucasian,8
Male,24,Caucasian,9
Male,20,African-American,8
Male,24,African-American,9
Male,44,Caucasian,1
Female,25,African-American,3
Female,27,African-American,4
Male,41,Caucasian,4
Male,25,African-American,2
Female,47,Caucasian,1
Female,48,African-American,4
Male,29,African-American,2
Female,53,Caucasian,1
Male,44,Hispanic,1
Male,21,African-American,4
Male,33,African-American,1
Male,20,African-American,7
Male,22,Caucasian,3
Male,21,African-American,6
Male,44,Caucasian,5
Male,23,African-American,9
Male,35,African-American,8
Female,41,African-American,1
Male,26,Other,1
Male,30,African-American,5
Female,23,Caucasian,6
Male,25,Hispanic,2
Male,36,African-American,2
Male,26,African-American,1
Female,32,Hispanic,2
Male,26,Caucasian,4
Male,23,Caucasian,3
Male,34,African-American,1
Male,30,African-American,7
Female,23,Caucasian,6
Female,43,African-American,9
Male,30,African-American,2
Male,38,Hispanic,1
Male,43,Hispanic,2
Male,44,Caucasian,1
Male,37,African-American,3
Male,39,Caucasian,1
Male,37,Hispanic,1
Female,49,African-American,1
Male,55,Other,1
Male,31,African-American,8
Male,63,Caucasian,1
Female,66,African-American,8
Male,19,Hispanic,8
Female,51,Caucasian,3
Male,24,Caucasian,5
Male,21,Caucasian,10
Female,48,Caucasian,2
Male,37,African-American,1
Female,58,African-American,1
Male,51,African-American,3
Male,21,African-American,2
Male,31,Hispanic,5
Female,20,Other,5
Male,56,African-American,4
Female,64,Caucasian,1
Male,22,Caucasian,6
Male,30,African-American,9
Male,40,Caucasian,1
Male,43,Caucasian,3
Male,25,Caucasian,7
Male,33,Caucasian,9
Male,26,African-American,6
Female,33,Caucasian,3
Male,25,Caucasian,3
Male,46,African-American,3
Male,61,African-American,1
Female,30,African-American,6
Female,20,African-American,5
Male,45,African-American,1
Male,44,African-American,1
Male,31,African-American,2
Male,50,Caucasian,6
Male,33,African-American,9
Female,50,Caucasian,1
Male,34,African-American,3
Male,31,African-American,10
Female,25,Hispanic,3
Female,43,African-American,2
Male,29,African-American,2
Female,51,Caucasian,8
Male,27,African-American,1
Male,23,African-American,3
Male,28,African-American,6
Male,43,African-American,4
Male,34,Other,1
Male,44,Other,1
Male,31,African-American,10
Male,30,Hispanic,4
Male,26,African-American,3
Male,51,African-American,6
Male,20,African-American,9
Male,22,Caucasian,3
Male,41,Hispanic,2
Male,39,Caucasian,2
Female,55,Hispanic,1
Male,29,African-American,2
Male,31,Other,1
Male,27,Native American,3
Male,44,African-American,4
Male,24,African-American,5
Male,23,Hispanic,5
Male,31,African-American,7
Male,52,Other,1
Male,59,Caucasian,1
Male,49,African-American,1
Male,36,Caucasian,6
Female,23,African-American,3
Male,24,African-American,5
Male,30,Caucasian,5
Female,45,Caucasian,8
Male,46,Caucasian,7
Male,59,Caucasian,1
Male,51,Hispanic,1
Male,31,Other,4
Male,34,African-American,1
Female,37,African-American,1
Female,31,Caucasian,5
Male,32,Other,1
Male,28,Caucasian,7
Male,54,African-American,3
Male,39,Other,2
Male,24,African-American,10
Female,32,Caucasian,2
Male,35,Caucasian,6
Male,32,Other,3
Female,21,Caucasian,3
Female,21,African-American,4
Male,20,African-American,7
Male,45,Hispanic,6
Male,39,Hispanic,2
Male,22,Caucasian,5
Male,55,Caucasian,1
Male,27,Hispanic,1
Male,36,African-American,1
Male,61,Caucasian,1
Female,38,African-American,2
Male,41,Hispanic,2
Male,34,Hispanic,1
Male,32,African-American,3
Male,37,Caucasian,7
Male,51,Caucasian,1
Male,46,African-American,7
Female,23,African-American,3
Male,21,African-American,8
Male,57,African-American,1
Male,32,African-American,6
Male,68,African-American,4
Male,24,African-American,3
Male,46,African-American,1
Male,41,Caucasian,4
Male,30,Other,2
Male,25,African-American,8
Male,24,African-American,7
Male,41,African-American,4
Male,55,Other,1
Male,26,Hispanic,2
Male,39,Hispanic,2
Male,24,African-American,3
Male,33,Caucasian,4
Male,23,African-American,2
Female,47,Caucasian,9
Male,30,Hispanic,2
Female,51,Caucasian,1
Male,25,African-American,4
Female,38,Caucasian,1
Male,29,Caucasian,10
Male,36,Caucasian,2
Male,57,Hispanic,1
Male,43,African-American,1
Male,26,African-American,7
Male,26,Hispanic,5
Male,47,Other,1
Male,60,African-American,1
Male,24,African-American,5
Male,20,Caucasian,7
Male,39,Caucasian,1
Female,28,Caucasian,3
Male,28,African-American,7
Male,58,Caucasian,3
Male,67,Caucasian,1
Male,54,Other,1
Female,26,African-American,8
Female,24,African-American,7
Female,26,African-American,6
Female,34,Other,1
Male,48,Other,1
Male,56,Hispanic,2
Male,37,African-American,8
Male,28,African-American,8
Male,46,Caucasian,3
Male,44,Hispanic,1
Male,45,Caucasian,4
Male,20,African-American,7
Male,52,African-American,1
Male,28,Caucasian,2
Male,31,African-American,4
Male,29,African-American,2
Male,34,African-American,8
Male,24,African-American,2
Male,28,African-American,10
Male,35,African-American,2
Male,26,African-American,4
Male,28,African-American,5
Male,29,African-American,7
Female,55,Caucasian,1
Male,68,Hispanic,1
Male,22,Hispanic,4
Male,28,African-American,6
Male,52,African-American,8
Male,24,Caucasian,8
Male,20,African-American,3
Male,23,African-American,5
Female,33,Caucasian,4
Male,44,African-American,4
Female,37,Caucasian,8
Male,19,Caucasian,4
Male,34,African-American,7
Male,24,African-American,2
Female,25,African-American,4
Male,55,African-American,1
Female,23,African-American,6
Female,23,African-American,9
Male,24,Hispanic,2
Female,22,African-American,9
Male,77,African-American,1
Male,52,Caucasian,2
Male,21,African-American,10
Male,34,African-American,9
Male,39,Hispanic,1
Male,30,Caucasian,2
Male,28,Hispanic,8
Male,53,African-American,2
Male,30,African-American,2
Male,26,African-American,4
Female,51,Caucasian,2
Male,34,African-American,3
Male,23,Caucasian,2
Male,32,Caucasian,2
Male,42,Caucasian,1
Male,38,African-American,6
Male,21,African-American,7
Male,34,Hispanic,6
Female,32,Caucasian,3
Male,53,Caucasian,2
Male,34,Caucasian,7
Male,26,African-American,2
Male,28,Hispanic,7
Female,40,Caucasian,1
Male,26,Caucasian,4
Male,28,African-American,9
Female,27,African-American,10
Male,25,Caucasian,7
Male,54,African-American,1
Male,25,Caucasian,4
Female,41,African-American,1
Male,25,Other,8
Male,34,Hispanic,1
Male,46,Other,1
Male,22,African-American,7
Female,23,African-American,10
Male,21,African-American,3
Male,27,Caucasian,7
Male,45,African-American,1
Male,49,Caucasian,1
Male,46,Hispanic,6
Female,31,Caucasian,7
Female,20,Caucasian,6
Male,45,Caucasian,1
Female,34,African-American,5
Male,28,African-American,5
Male,31,Other,2
Male,24,African-American,6
Male,21,Caucasian,6
Female,28,Caucasian,10
Male,41,African-American,1
Male,23,Caucasian,2
Female,23,Hispanic,8
Male,36,Caucasian,1
Male,37,Caucasian,1
Male,35,African-American,2
Male,20,African-American,8
Male,49,Caucasian,1
Male,50,African-American,1
Male,38,Caucasian,3
Male,32,African-American,9
Male,28,African-American,5
Female,36,Caucasian,5
Male,33,African-American,6
Female,34,Caucasian,2
Male,26,African-American,8
Male,22,African-American,9
Female,25,African-American,5
Male,21,Hispanic,9
Female,23,Caucasian,2
Male,34,African-American,2
Male,30,African-American,8
Male,69,Caucasian,1
Male,45,African-American,7
Male,25,African-American,8
Female,56,African-American,2
Male,26,Caucasian,3
Male,27,Hispanic,2
Female,27,African-American,2
Male,33,African-American,6
Male,38,Hispanic,1
Male,35,Caucasian,3
Male,34,Caucasian,8
Male,37,African-American,2
Female,55,Caucasian,7
Male,23,Caucasian,2
Male,43,Caucasian,1
Male,27,African-American,10
Male,26,African-American,6
Male,37,Caucasian,4
Female,42,Caucasian,6
Male,35,Hispanic,1
Male,27,Hispanic,2
Male,41,Caucasian,5
Male,21,African-American,9
Male,30,African-American,2
Male,30,Caucasian,8
Female,53,African-American,3
Female,45,Caucasian,9
Male,29,African-American,3
Male,23,African-American,8
Male,28,African-American,10
Female,50,African-American,2
Male,49,Caucasian,1
Male,24,African-American,3
Female,31,African-American,5
Female,22,Caucasian,3
Male,40,African-American,6
Female,24,African-American,3
Male,33,African-American,2
Male,40,African-American,3
Male,65,Other,1
Male,56,Caucasian,2
Male,21,African-American,3
Male,42,Caucasian,1
Male,22,Caucasian,2
Male,21,Other,4
Male,51,African-American,1
Male,36,Caucasian,1
Male,22,Native American,4
Male,45,African-American,7
Male,25,Hispanic,6
Male,30,Caucasian,1
Female,21,Caucasian,5
Male,44,Caucasian,1
Male,25,Hispanic,2
Male,38,Hispanic,2
Male,28,Caucasian,5
Male,41,African-American,2
Male,34,Caucasian,5
Female,42,Caucasian,1
Female,22,Caucasian,7
Male,32,African-American,10
Male,42,Hispanic,4
Male,29,Other,6
Male,24,African-American,9
Male,20,Caucasian,4
Male,21,Hispanic,3
Female,36,Caucasian,5
Female,40,African-American,1
Male,47,African-American,6
Male,22,African-American,8
Male,37,African-American,3
Female,37,African-American,3
Female,23,African-American,5
Male,55,Hispanic,1
Male,19,African-American,4
Male,29,African-American,9
Male,56,Hispanic,1
Male,26,Caucasian,2
Male,25,African-American,9
Male,23,Caucasian,6
Male,24,Other,6
Female,27,African-American,2
Male,36,Other,4
Male,43,African-American,2
Male,25,African-American,3
Male,48,Caucasian,2
Male,25,African-American,2
Male,39,Caucasian,2
Female,33,African-American,2
Male,48,Caucasian,1
Male,23,African-American,4
Male,22,Caucasian,9
Male,36,Caucasian,3
Male,26,African-American,8
Male,51,African-American,1
Male,67,Caucasian,1
Male,60,African-American,1
Male,20,African-American,8
Female,43,Caucasian,1
Male,22,African-American,7
Female,24,Caucasian,5
Male,35,African-American,3
Male,61,Caucasian,1
Male,57,African-American,9
Male,25,Caucasian,7
Male,55,Caucasian,1
Female,52,African-American,1
Female,33,African-American,9
Male,30,Other,1
Male,32,African-American,5
Male,48,Caucasian,7
Male,20,African-American,9
Male,67,African-American,4
Male,31,African-American,4
Male,54,Caucasian,5
Male,21,Caucasian,4
Male,30,African-American,8
Male,55,Caucasian,1
Male,25,African-American,2
Male,25,African-American,7
Male,47,African-American,8
Male,58,Caucasian,1
Male,27,African-American,8
Male,22,African-American,4
Male,42,Caucasian,1
Male,37,African-American,6
Male,68,Caucasian,7
Male,25,Native American,5
Male,23,African-American,8
Female,49,Caucasian,1
Male,60,African-American,1
Male,37,Caucasian,6
Female,42,African-American,1
Male,22,Caucasian,5
Male,30,African-American,2
Male,34,African-American,2
Male,53,Caucasian,1
Male,21,African-American,8
Male,28,Other,1
Male,37,Caucasian,5
Male,50,Caucasian,2
Male,28,African-American,1
Male,24,African-American,6
Male,29,African-American,7
Female,24,Caucasian,3
Female,41,African-American,8
Male,52,Hispanic,1
Male,36,Caucasian,1
Male,26,Caucasian,2
Male,24,Caucasian,2
Female,23,African-American,3
Male,27,African-American,6
Female,37,Caucasian,1
Male,40,Other,1
Male,35,Caucasian,1
Male,31,African-American,6
Male,37,Hispanic,3
Male,49,Caucasian,1
Male,23,African-American,7
Male,33,African-American,2
Male,56,Caucasian,1
Male,58,Caucasian,2
Male,54,African-American,5
Female,62,Caucasian,1
Male,23,Other,5
Female,41,African-American,1
Male,33,Hispanic,1
Male,33,African-American,1
Female,25,Caucasian,3
Male,33,African-American,10
Male,42,Caucasian,1
Male,41,African-American,6
Male,22,Hispanic,3
Male,50,Caucasian,1
Male,26,Caucasian,5
Female,33,Caucasian,1
Male,25,African-American,6
Male,37,African-American,1
Male,23,Caucasian,10
Male,37,Caucasian,8
Male,21,African-American,9
Male,31,Caucasian,2
Male,45,Caucasian,6
Male,22,Hispanic,3
Male,37,Caucasian,7
Male,23,African-American,7
Male,24,African-American,4
Male,32,Caucasian,4
Male,35,African-American,4
Female,22,African-American,4
Male,29,Caucasian,9
Male,41,African-American,3
Male,22,African-American,7
Female,30,Caucasian,2
Male,34,African-American,7
Male,55,Caucasian,7
Female,40,Caucasian,6
Male,37,Hispanic,2
Male,21,Caucasian,4
Female,23,African-American,4
Male,51,African-American,8
Male,56,Caucasian,1
Male,26,Hispanic,2
Female,26,African-American,3
Male,26,Hispanic,2
Male,46,African-American,7
Male,41,Caucasian,1
Male,31,Caucasian,6
Male,41,Other,1
Male,47,Caucasian,7
Male,25,African-American,9
Male,27,African-American,5
Male,31,African-American,9
Male,23,Caucasian,4
Male,23,African-American,10
Male,23,Caucasian,6
Male,43,Hispanic,7
Male,52,African-American,3
Male,23,Caucasian,3
Male,29,African-American,6
Male,22,African-American,10
Male,40,Caucasian,7
Female,49,Caucasian,2
Male,29,African-American,9
Male,49,Caucasian,2
Male,24,African-American,5
Male,41,African-American,3
Female,27,African-American,5
Male,65,African-American,4
Male,40,African-American,1
Male,47,Caucasian,1
Female,20,Caucasian,10
Male,26,African-American,2
Male,21,African-American,8
Male,44,African-American,8
Male,41,Caucasian,1
Male,32,Caucasian,8
Male,25,Hispanic,2
Male,31,African-American,9
Male,42,Hispanic,1
Male,38,Caucasian,1
Female,67,African-American,1
Male,42,Caucasian,2
Male,25,African-American,3
Male,27,Hispanic,4
Male,43,Other,1
Male,41,African-American,10
Male,20,African-American,9
Male,23,Caucasian,9
Male,27,African-American,10
Male,23,African-American,2
Male,33,Caucasian,3
Male,41,Caucasian,1
Female,31,Caucasian,2
Female,54,Caucasian,1
Female,23,African-American,8
Male,21,African-American,7
Male,53,African-American,4
Male,49,Caucasian,2
Male,36,African-American,1
Male,22,Other,4
Male,40,African-American,1
Male,58,Caucasian,3
Male,62,Caucasian,1
Male,25,Caucasian,6
Male,51,African-American,8
Male,46,Caucasian,2
Male,50,African-American,3
Male,28,African-American,2
Male,24,Caucasian,3
Male,49,African-American,1
Male,32,Caucasian,8
Male,24,Other,6
Male,30,African-American,2
Male,56,Caucasian,4
Male,23,African-American,9
Male,38,Caucasian,9
Female,31,Caucasian,2
Male,25,African-American,3
Male,48,African-American,8
Male,26,African-American,3
Female,58,Caucasian,1
Female,26,African-American,3
Female,31,African-American,1
Male,33,Caucasian,7
Male,59,African-American,8
Male,34,African-American,7
